Star-rating,Name,Reviewer Profile Url,Review Title,Review Content,images,profile icon,Date
5.0 out of 5 stars,Kindle Customer,https://www.amazon.com/gp/customer-reviews/R1X0G3AZP4G604/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Chocolate explosion in your mouth.,Omg like sex to your mouth. Delish x2 when you pop open this dark chocolate truffle. Thanks to my awesome husband for a truly excellent mother's day treat.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on May 6, 2018"
1.0 out of 5 stars,Elizabeth Hernandez Astacio,https://www.amazon.com/gp/customer-reviews/RP4V4Z0A05OZT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, One Star,Came melted is only good to buy it for winter !!!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on May 5, 2018"
5.0 out of 5 stars,lola,https://www.amazon.com/gp/customer-reviews/R2Z714RR74S09R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Yum!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on May 5, 2018"
1.0 out of 5 stars,Jerry,https://www.amazon.com/gp/customer-reviews/R2KTDV9UGOIGM5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, One Star,The chocolate was completely melted,"https://images-na.ssl-images-amazon.com/images/I/71xjZjijguL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on May 5, 2018"
1.0 out of 5 stars,Sara L,https://www.amazon.com/gp/customer-reviews/R3IQA4O532THTM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, I’ve ordered these before and they were delicious. This ...,I’ve ordered these before and they were delicious. This time they were mushy had s white residue in them as though they were very old. I bought a package from Walgreens to compare to make sure I was t crazy. See the difference? Walgreens fresh chocolate is dark and shiny. The amazon chocolates are whitish and mushy. And gross.,"https://images-na.ssl-images-amazon.com/images/I/71+GtbBpf+L.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on May 3, 2018"
1.0 out of 5 stars,Auntie M,https://www.amazon.com/gp/customer-reviews/R3QYXVD5K7SVEL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, One Star,Old and dried out.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 30, 2018"
5.0 out of 5 stars,Petersen Donna,https://www.amazon.com/gp/customer-reviews/R3NI2TQEPYU96B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Best chocolate I've ever had,"If you have never had a Lindor ball, you are really missing out. Especially now with health people saying we need to eat more dark chocolate this is a real joy to eat. We have given one out here and there to reward someone for doing a good job, and they were delighted. This is why having a box with quantity of 60 is a real plus. There is some left for us.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 28, 2018"
1.0 out of 5 stars,Lanie,https://www.amazon.com/gp/customer-reviews/R1XFUFINT66GLF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, These do not come in the box shown!!!,"These did NOT come in the Lindor company box like it shows in the listing! It was just loose truffles in a random box!
Who knows where they came from or if they were tampered with? I retuned them.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 26, 2018"
1.0 out of 5 stars,Philip J. Knecht,https://www.amazon.com/gp/customer-reviews/RPWCBVSAUDN9X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, The worst chocolate I have ever purchased,"The worst chocolate I have ever purchased. I love Lindt Chocolates, but this box is old, if fact this may be the first box they ever produced. Had to throw it out!",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 25, 2018"
3.0 out of 5 stars,DanceVice,https://www.amazon.com/gp/customer-reviews/R3BJP8QIQE5JAD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Melted centers?,"The packaging was fine and they arrived during a cool spell which was a concern, the temperature in the low 70's. The chocolate was fresh but the centers were liquid, I expected a truffle with more of a semi-solid whipped to cream type filling as that is what I've had in other truffles. I was very disappointed as they didn't have that ""melt in your mouth"" flavor. I don't know if this is normal or something that happened while in transit, but I won't buy these again, as there are many other better truffles. I've a constant buyer of Lindt dark chocolate bars (love the chili) but I will pass on these.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 24, 2018"
5.0 out of 5 stars,Glenn,https://www.amazon.com/gp/customer-reviews/R25WYE466X3ZLU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Used as a gift and is very popular,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 24, 2018"
1.0 out of 5 stars,ADMAN,https://www.amazon.com/gp/customer-reviews/RMC3C7892MEV5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, I LOVE Lindt Truffles,"I LOVE Lindt Truffles. I’m really not sure these are “real” Lindt truffles. The outer shell is very thin and they certainly aren’t very fresh. If you love a good truffle, move on.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 24, 2018"
1.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/R15U6QQ8451KB2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Would not recommend ordering from this seller. Chocolates were NOT fresh.,"HIGHLY disappointed with the quality of these chocolates. Yes I LOVE Lindor truffles, but these came not in the Lindt Box, just in some random box, and all of them are covered in a white film like they are super old or hadn't been placed in a very good storage area. They do not even taste right.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 23, 2018"
5.0 out of 5 stars,Steve,https://www.amazon.com/gp/customer-reviews/R3B6EFRUE5VIHO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Great deal!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 22, 2018"
1.0 out of 5 stars,Andrea,https://www.amazon.com/gp/customer-reviews/R2UX5LKMHXEVRY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Not packaged for retail sale,"When purchasing this, I expected it to be in a Lindt Lindor box with an expiration date and nutrition facts. I would not knowingly purchase a food item that had been repackaged.","https://images-na.ssl-images-amazon.com/images/I/61GhmVIF2NL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/61WO6ACrwqL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 21, 2018"
1.0 out of 5 stars,velgerbgarb,https://www.amazon.com/gp/customer-reviews/R2YHDD9J88VRJK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, One Star,"These were stale. Don't get me wrong: they are still chocolate, but far, far below expectations.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 21, 2018"
5.0 out of 5 stars,JOAN PATRICIA QUINN,https://www.amazon.com/gp/customer-reviews/R2ZNJU74NQMFMH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,"I love dark chocolate and these are just yummy,",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 19, 2018"
1.0 out of 5 stars,Happily Satisfied,https://www.amazon.com/gp/customer-reviews/RPNJI9X07AI2D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, One Star,,"https://images-na.ssl-images-amazon.com/images/I/71Lm545RX6L.88.jpg  
","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 16, 2018"
5.0 out of 5 stars,grammaof5,https://www.amazon.com/gp/customer-reviews/RT489S50IP5X3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, having the candy individually wrapped is great!,"with my bridge group, having the candy individually wrapped is great!",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 14, 2018"
1.0 out of 5 stars,girliegirlwa,https://www.amazon.com/gp/customer-reviews/R3G91ZWJGGH8KD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Not a 60 count!,Not a 60-count box. Our box had 56.......not a big deal unless you specifically needed 3 pieces to go into 20 party favor boxes :(,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 14, 2018"
5.0 out of 5 stars,Erin,https://www.amazon.com/gp/customer-reviews/R3GFRVU7G97Z27/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,These arrived quick and delicious!,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/f0b407f4-236a-4c3e-b2d0-fa45db8a3b56._CR0,0,375,375_SX48_.jpg","Reviewed in the United States on April 13, 2018"
5.0 out of 5 stars,iOki,https://www.amazon.com/gp/customer-reviews/R393EX7OSPE5PR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,YUMMY!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 12, 2018"
2.0 out of 5 stars,Cliente de Amazon,https://www.amazon.com/gp/customer-reviews/R27ID5IDCFOLVH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, All melted,Disappointing. As soon as I opened the box I realized they were all melted.,"https://images-na.ssl-images-amazon.com/images/I/71GR9Cbc9yL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/71va6yuGEdL.88.jpg  
https://images-na.ssl-images-amazon.com/images/I/81Ch0IO8U5L.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 10, 2018"
5.0 out of 5 stars,Jenban,https://www.amazon.com/gp/customer-reviews/R3C5Y4LT2GKBHW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, It is very nice.,I bought with a special discount. It is very nice.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 10, 2018"
5.0 out of 5 stars,MARIE SZAKOS,https://www.amazon.com/gp/customer-reviews/R3HYIL9N6C1055/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Wonderful stocking stuffer!~,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 10, 2018"
5.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/R2269Z6R1CKEPR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Yummy!,Great chocolates....,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on April 8, 2018"
5.0 out of 5 stars,cd,https://www.amazon.com/gp/customer-reviews/R7EEXQM39SJ7G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, great price,Great price on these dark chocolate truffles,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 6, 2018"
4.0 out of 5 stars,John H.,https://www.amazon.com/gp/customer-reviews/R3SX52B1FEB32Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Four Stars,Great value you get a lot for the price,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 4, 2018"
3.0 out of 5 stars,Cyril Urban,https://www.amazon.com/gp/customer-reviews/R3JKY6L5SCPOAK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Three Stars,There were exactly 57 chocolate truffles.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on April 3, 2018"
5.0 out of 5 stars,Jake,https://www.amazon.com/gp/customer-reviews/R3AT6MWDB33BJW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Chocolate! Need I say anymore?,Chocolate! Need I say anymore?,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 27, 2018"
5.0 out of 5 stars,MCE Performance,https://www.amazon.com/gp/customer-reviews/RCHHXYRV9O9IG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,She liked them,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 21, 2018"
5.0 out of 5 stars,B. C.,https://www.amazon.com/gp/customer-reviews/RASU63Q6CQ068/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,My favorite.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 20, 2018"
5.0 out of 5 stars,gnoe,https://www.amazon.com/gp/customer-reviews/R25P7F4XXMVJKI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y," Tasty. Could do with a little darker chocolate, ...","Tasty. Could do with a little darker chocolate, tho, i.e. less sugar.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 20, 2018"
5.0 out of 5 stars,Sai Simonson,https://www.amazon.com/gp/customer-reviews/R2WOBQ84GY4YJN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Delicious and economical to buy box.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 19, 2018"
5.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/RV4G179BG5TIF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Good shipping time,Everything was as expected. Good shipping time. Would use again.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 17, 2018"
5.0 out of 5 stars,Jim,https://www.amazon.com/gp/customer-reviews/R3KF4FC3L3448Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Lindor truffles,Great will order again,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 16, 2018"
5.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/R754ZCQAUQJ07/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,wife loved it !!,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 16, 2018"
4.0 out of 5 stars,Saldi Dichoso,https://www.amazon.com/gp/customer-reviews/R32F3TXBHFR9KU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Four Stars,ok,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 15, 2018"
5.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/R2A0GBRRAAN18U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, YUMMY,perfect yummy chocolate! I have never felt this taste!!!!??????,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 15, 2018"
5.0 out of 5 stars,sanchez chiang,https://www.amazon.com/gp/customer-reviews/R2D95SDU1VIIYF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,good product,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 15, 2018"
1.0 out of 5 stars,DREW C.,https://www.amazon.com/gp/customer-reviews/R176T6B2IXUDFF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Not like they used to be,Almost out of date. Half filled. A truffle should 'maybe ' have a small pocket of air. These are ' maybe ' half filled. Very disappointing!,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 12, 2018"
5.0 out of 5 stars,Connie Barks,https://www.amazon.com/gp/customer-reviews/R1S586K5A3B0FW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Delicious,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 11, 2018"
5.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/R1OZGVW9DOWJVH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,What's not to like!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 6, 2018"
5.0 out of 5 stars,Debra,https://www.amazon.com/gp/customer-reviews/R31SI9ZPWEF44Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, ... these - they were high quality and arrived in perfect chocolate condition,Had to keep ordering these - they were high quality and arrived in perfect chocolate condition.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 5, 2018"
4.0 out of 5 stars,Kate A P,https://www.amazon.com/gp/customer-reviews/R2W92VKM4WR8FW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, great price for a special treat in my office candy ...,great price for a special treat in my office candy jar. Don't seem expired as others have mentioned and all came in good shape and not melted. I personally do not like these but get them cause people seem to like them and for a candy jar people only seem to take one which I always like. Will purchase again,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 5, 2018"
2.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/REO7GWDMSUYUM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Two Stars,I have had better,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 4, 2018"
5.0 out of 5 stars,John B,https://www.amazon.com/gp/customer-reviews/R1VC9LTXPMEVEC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,"love em, good price",,"https://images-na.ssl-images-amazon.com/images/I/71PwUW-1s2L._CR93,0,313,313_SX48_.png","Reviewed in the United States on March 4, 2018"
5.0 out of 5 stars,Mrmike,https://www.amazon.com/gp/customer-reviews/R2K8NIP0VTB5CT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Great chocolates at a good price,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 4, 2018"
5.0 out of 5 stars,Joanne L.,https://www.amazon.com/gp/customer-reviews/R2FEPOI3ANKB13/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,yum!,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 3, 2018"
5.0 out of 5 stars,Erika,https://www.amazon.com/gp/customer-reviews/R2CP9X6TQVMPK6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, My favorite chocolate truffles | Rich and Creamy,"These are hands down my favorite chocolate truffles. Two different textures in one ball. Very rich and creamy. The only thing I hate is that they never last me long, because of my lack of self control.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 2, 2018"
5.0 out of 5 stars,Manda,https://www.amazon.com/gp/customer-reviews/RFL0FM24XLCR4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, I mean... what is there to say,They're Lindor truffles. They're awesome. Made a bunch of stockings for coworkers at xmass and included these. Still had some left over for me! Win win!,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on March 1, 2018"
5.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/R1MXJ7PYBM94EV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,MY FAVORITE CHOCOLATE YUMMY,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on March 1, 2018"
5.0 out of 5 stars,L,https://www.amazon.com/gp/customer-reviews/R21H7GWFDXCWVV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,My husband loves these!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 21, 2018"
5.0 out of 5 stars,mike haines,https://www.amazon.com/gp/customer-reviews/RZ0V68JUK3DRP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Very good price very addicting,Got these for the wife love's these things,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 20, 2018"
5.0 out of 5 stars,catherine pape,https://www.amazon.com/gp/customer-reviews/RC4EEWWCHBYHE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, great,sent to granddaughter on valentines day and she had enough to share with everyone. great buy,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 20, 2018"
5.0 out of 5 stars,William Greer,https://www.amazon.com/gp/customer-reviews/R300AVLW08WJQU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Very good !,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 20, 2018"
5.0 out of 5 stars,Andrew,https://www.amazon.com/gp/customer-reviews/R3B5FCBIQA19ML/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, I was super wondered these would melt in the hot Florida heat,"I was super wondered these would melt in the hot Florida heat, but no the company did a fantastic job making sure it'd be able to survive the tense tropical heat. 10/10 would buy it again just to see how they pack in when it's snowing. Tasted great too",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on February 19, 2018"
5.0 out of 5 stars,tom,https://www.amazon.com/gp/customer-reviews/RLZ7RQ9PH68MN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Excellent Taste and Texture.,My husband LOVES dark chocolate but is pretty fussy about quality when it comes to chocolate. These Lindt truffles always meet his high standards. The only down side is what eating these might do to one's waistline. We have to limit how often we buy them because my husband can't resist them when they are in the house.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on February 17, 2018"
2.0 out of 5 stars,Aliya Nurani,https://www.amazon.com/gp/customer-reviews/R20RMFEGRITSFI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, They came stale and not up to the Lindor standard ...,"They came stale and not up to the Lindor standard I expected, especially when you buy 60 of them.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on February 17, 2018"
4.0 out of 5 stars,Conrad,https://www.amazon.com/gp/customer-reviews/R2EA13AX2JX1KZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Four Stars,They're a lot better if you don't read the nutrition info,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on February 16, 2018"
5.0 out of 5 stars,Alicia,https://www.amazon.com/gp/customer-reviews/R2JGKNIPJP7J32/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,Favorite chocolates!,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/fbaaab1d-833f-46a6-9164-faf8f362b003._CR0,0,500,500_SX48_.jpg","Reviewed in the United States on February 14, 2018"
5.0 out of 5 stars,Josh Moeller,https://www.amazon.com/gp/customer-reviews/R2584DC0Z96FR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Do you like Lindt truffles? Then you'll love these.,"It's 60 dark chocolate truffles, what else do you expect?",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 13, 2018"
2.0 out of 5 stars,Becky,https://www.amazon.com/gp/customer-reviews/R30UGQZCNGKBWT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Box wet with condensation,Ice pack leaked and damaged the package. Had to remove damaged part of the box.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 13, 2018"
5.0 out of 5 stars,louise vancampen,https://www.amazon.com/gp/customer-reviews/R27VXAP97SRO5U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,I really like it!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 10, 2018"
5.0 out of 5 stars,Carl Victor,https://www.amazon.com/gp/customer-reviews/R3CJP4JHNH9KLH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Five Stars,"This is pretty good chocolate. And most importantly, it's authentic ????",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 10, 2018"
4.0 out of 5 stars,GRACE HODGE,https://www.amazon.com/gp/customer-reviews/R18X6QP04EL5AL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B002RBRY0Y, Four Stars,good chocolate,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 9, 2018"
